Unnamed: 0,Title,Organization,Skills,Ratings,Review counts,Metadata,input_text,target_text
696,Finding Your Professional Voice: Confidence & Impact,University of London, Communication,4.7,4.7(291 reviews),Beginner · Course · 1 - 4 Weeks,Course skills:  Communication,Course title: Finding Your Professional Voice: Confidence & Impact
116,Leadership Skills,IIMA - IIM Ahmedabad," Communication, Leadership and Management, People Management",4.8,4.8(958 reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Communication, Leadership and Management, People Management",Course title: Leadership Skills
89,Financial Markets,Yale University," Finance, Investment Management, Risk Management, Banking, Behavioral Economics, Critical Thinking, Decision Making, Financial Analysis, Innovation, Regulations and Compliance, Leadership and Management",4.8,4.8(26K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Finance, Investment Management, Risk Management, Banking, Behavioral Economics, Critical Thinking, Decision Making, Financial Analysis, Innovation, Regulations and Compliance, Leadership and Management",Course title: Financial Markets
182,People and Soft Skills for Professional and Personal Success,IBM," Leadership and Management, Communication, Problem Solving, Critical Thinking, Planning, Professional Development, Collaboration, People Management, Conflict Management",4.6,4.6(708 reviews),Beginner · Specialization · 1 - 3 Months,"Course skills:  Leadership and Management, Communication, Problem Solving, Critical Thinking, Planning, Professional Development, Collaboration, People Management, Conflict Management",Course title: People and Soft Skills for Professional and Personal Success
682,"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology," Security Engineering, Strategy and Operations, Change Management, Audit, Leadership and Management, Risk Management",4.7,4.7(3.2K reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  Security Engineering, Strategy and Operations, Change Management, Audit, Leadership and Management, Risk Management","Course title: Information Systems Auditing, Controls and Assurance"
256,Fundamentals of Finance,University of Pennsylvania," Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",3.9,3.9(844 reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",Course title: Fundamentals of Finance
18,Data Engineering Foundations,IBM," Data Management, Python Programming, Data Structures, Databases, Data Engineering, Database Application, SQL, Database Administration, Database Design, Extract, Transform, Load, Computer Programming, Data Architecture, Database Theory, Data Mining, Data Model, Data Analysis, Leadership and Management, Data Warehousing, PostgreSQL, Big Data, IBM Cloud, Network Security, NoSQL, Cloud Computing, Data Science",4.6,4.6(46K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Data Management, Python Programming, Data Structures, Databases, Data Engineering, Database Application, SQL, Database Administration, Database Design, Extract, Transform, Load, Computer Programming, Data Architecture, Database Theory, Data Mining, Data Model, Data Analysis, Leadership and Management, Data Warehousing, PostgreSQL, Big Data, IBM Cloud, Network Security, NoSQL, Cloud Computing, Data Science",Course title: Data Engineering Foundations
264,Investment Management with Python and Machine Learning,EDHEC Business School," Investment Management, Finance, Python Programming, Data Analysis, Computer Programming, Machine Learning, Statistical Programming, Applied Machine Learning, Financial Analysis, Machine Learning Algorithms, Risk Management, Statistical Machine Learning, Data Analysis Software, Data Management, Data Mining, Natural Language Processing, Human Learning, Big Data, Computer Science",4.6,4.6(1.7K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Investment Management, Finance, Python Programming, Data Analysis, Computer Programming, Machine Learning, Statistical Programming, Applied Machine Learning, Financial Analysis, Machine Learning Algorithms, Risk Management, Statistical Machine Learning, Data Analysis Software, Data Management, Data Mining, Natural Language Processing, Human Learning, Big Data, Computer Science",Course title: Investment Management with Python and Machine Learning
378,Python for Data Analysis: Pandas & NumPy,Coursera Project Network," Data Analysis, Python Programming, Data Science",4.4,4.4(241 reviews),Beginner · Guided Project · Less Than 2 Hours,"Course skills:  Data Analysis, Python Programming, Data Science",Course title: Python for Data Analysis: Pandas & NumPy
144,DevOps on AWS,Amazon Web Services," Amazon Web Services, Cloud Computing, Continuous Delivery, Continuous Integration, DevOps, Devops Tools, Cloud Applications, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud Standards, Software Testing, Leadership and Management, Cloud Storage",4.8,4.8(4.7K reviews),Intermediate · Specialization · 1 - 3 Months,"Course skills:  Amazon Web Services, Cloud Computing, Continuous Delivery, Continuous Integration, DevOps, Devops Tools, Cloud Applications, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud Standards, Software Testing, Leadership and Management, Cloud Storage",Course title: DevOps on AWS
305,C Programming with Linux,Dartmouth College," Computer Programming, Computer Programming Tools, Linux",4.6,4.6(279 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Computer Programming, Computer Programming Tools, Linux",Course title: C Programming with Linux
653,FinTech and the Transformation in Financial Services,Copenhagen Business School," Banking, FinTech, Finance, Payments, BlockChain, Business Transformation, Cash Management, Innovation, Investment Management, Leadership and Management",4.3,4.3(1.1K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Banking, FinTech, Finance, Payments, BlockChain, Business Transformation, Cash Management, Innovation, Investment Management, Leadership and Management",Course title: FinTech and the Transformation in Financial Services
700,Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions," Business Psychology, Entrepreneurship, Human Learning, Leadership and Management",4.8,4.8(88K reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  Business Psychology, Entrepreneurship, Human Learning, Leadership and Management",Course title: Learning How to Learn: Powerful mental tools to help you master tough subjects
415,Neuroscience and Neuroimaging,Johns Hopkins University," Statistical Programming, R Programming, Probability & Statistics, Data Management, Data Structures, Data Analysis, Statistical Analysis, Data Visualization, Visualization (Computer Graphics), General Statistics, Research and Design, Experiment, Correlation And Dependence, Mathematical Theory & Analysis, Process Analysis, Spatial Analysis, Spatial Data Analysis, Bioinformatics, Extract, Transform, Load, Computer Programming",4.6,4.6(3.1K reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Statistical Programming, R Programming, Probability & Statistics, Data Management, Data Structures, Data Analysis, Statistical Analysis, Data Visualization, Visualization (Computer Graphics), General Statistics, Research and Design, Experiment, Correlation And Dependence, Mathematical Theory & Analysis, Process Analysis, Spatial Analysis, Spatial Data Analysis, Bioinformatics, Extract, Transform, Load, Computer Programming",Course title: Neuroscience and Neuroimaging
686,Web3 and Blockchain in Global Commerce,INSEAD," BlockChain, Finance, Leadership and Management, Cryptography, FinTech, Innovation, Strategy, Strategy and Operations, Business Transformation, Risk Management, System Security, Distributed Computing Architecture, Network Model, Network Security, Internet Of Things, Software Security",4.7,4.7(50 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  BlockChain, Finance, Leadership and Management, Cryptography, FinTech, Innovation, Strategy, Strategy and Operations, Business Transformation, Risk Management, System Security, Distributed Computing Architecture, Network Model, Network Security, Internet Of Things, Software Security",Course title: Web3 and Blockchain in Global Commerce
677,Marketing Digital,Universidade de São Paulo," Digital Marketing, Marketing, Customer Analysis, Market Analysis, Social Media, E-Commerce, Strategy, Marketing Management, Media Strategy & Planning, Product Marketing, Search Engine Optimization",4.8,4.8(2.1K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Digital Marketing, Marketing, Customer Analysis, Market Analysis, Social Media, E-Commerce, Strategy, Marketing Management, Media Strategy & Planning, Product Marketing, Search Engine Optimization",Course title: Marketing Digital
380,Tidyverse Skills for Data Science in R,Johns Hopkins University," R Programming, Data Management, Data Analysis, Data Structures, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Database Design, Leadership and Management, Programming Principles, Computer Programming, Database Theory, Regression, General Statistics, Statistical Analysis, Statistical Programming",4.5,4.5(88 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  R Programming, Data Management, Data Analysis, Data Structures, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Database Design, Leadership and Management, Programming Principles, Computer Programming, Database Theory, Regression, General Statistics, Statistical Analysis, Statistical Programming",Course title: Tidyverse Skills for Data Science in R
466,Leverage Data Science for a More Agile Supply Chain,"University of California, Irvine"," Inventory Management, Data Analysis, Supply Chain Systems, Leadership and Management, Business Analysis, Forecasting, Supply Chain and Logistics",4.5,4.5(182 reviews),Intermediate · Specialization · 1 - 3 Months,"Course skills:  Inventory Management, Data Analysis, Supply Chain Systems, Leadership and Management, Business Analysis, Forecasting, Supply Chain and Logistics",Course title: Leverage Data Science for a More Agile Supply Chain
167,Mergers and Acquisitions,University of Illinois at Urbana-Champaign," Mergers & Acquisitions, Finance, Accounting, Financial Analysis, Financial Accounting, Banking, Business Analysis, Investment Management, Financial Management, Data Analysis, Market Analysis, Corporate Accouting, Taxes",4.6,4.6(261 reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Mergers & Acquisitions, Finance, Accounting, Financial Analysis, Financial Accounting, Banking, Business Analysis, Investment Management, Financial Management, Data Analysis, Market Analysis, Corporate Accouting, Taxes",Course title: Mergers and Acquisitions
54,IBM IT Scrum Master,IBM," DevOps, Software Engineering, Computer Programming, Agile Software Development, Programming Principles, Software Engineering Tools, Application Development, Software Architecture, Communication, Continuous Delivery, Cloud Applications, Continuous Integration, Scrum (Software Development), Software-Defined Networking, Technical Product Management, Leadership and Management, Project Management, Cloud Computing, IBM Cloud, Information Technology, Operating Systems, Python Programming",4.8,4.8(4.1K reviews),Beginner · Professional Certificate · 3 - 6 Months,"Course skills:  DevOps, Software Engineering, Computer Programming, Agile Software Development, Programming Principles, Software Engineering Tools, Application Development, Software Architecture, Communication, Continuous Delivery, Cloud Applications, Continuous Integration, Scrum (Software Development), Software-Defined Networking, Technical Product Management, Leadership and Management, Project Management, Cloud Computing, IBM Cloud, Information Technology, Operating Systems, Python Programming",Course title: IBM IT Scrum Master
286,Data Visualization with Python,IBM," Python Programming, Computer Programming, Data Analysis, Data Visualization",4.5,4.5(11K reviews),Intermediate · Course · 1 - 3 Months,"Course skills:  Python Programming, Computer Programming, Data Analysis, Data Visualization",Course title: Data Visualization with Python
46,Supervised Machine Learning: Regression and Classification,DeepLearning.AI," Machine Learning, Machine Learning Algorithms, Regression, Applied Machine Learning, Algorithms, Statistical Machine Learning, Mathematics, Critical Thinking, Machine Learning Software, Python Programming",4.9,4.9(16K reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  Machine Learning, Machine Learning Algorithms, Regression, Applied Machine Learning, Algorithms, Statistical Machine Learning, Mathematics, Critical Thinking, Machine Learning Software, Python Programming",Course title: Supervised Machine Learning: Regression and Classification
93,IBM Machine Learning,IBM," Machine Learning, Machine Learning Algorithms, Human Learning, Statistical Machine Learning, Data Analysis, Probability & Statistics, Applied Machine Learning, Algorithms, Forecasting, Statistical Analysis, Regression, Deep Learning, General Statistics, Python Programming, Machine Learning Software, Artificial Neural Networks, Exploratory Data Analysis, Feature Engineering, Correlation And Dependence, Dimensionality Reduction, Statistical Tests, Probability Distribution, Reinforcement Learning, Basic Descriptive Statistics, Network Model, Tensorflow",4.6,4.6(2K reviews),Intermediate · Professional Certificate · 3 - 6 Months,"Course skills:  Machine Learning, Machine Learning Algorithms, Human Learning, Statistical Machine Learning, Data Analysis, Probability & Statistics, Applied Machine Learning, Algorithms, Forecasting, Statistical Analysis, Regression, Deep Learning, General Statistics, Python Programming, Machine Learning Software, Artificial Neural Networks, Exploratory Data Analysis, Feature Engineering, Correlation And Dependence, Dimensionality Reduction, Statistical Tests, Probability Distribution, Reinforcement Learning, Basic Descriptive Statistics, Network Model, Tensorflow",Course title: IBM Machine Learning
284,Excel Skills for Data Analytics and Visualization,Macquarie University," Business Analysis, Spreadsheet Software, Data Analysis, Data Analysis Software, Data Visualization, Microsoft Excel, Data Management, Exploratory Data Analysis, Statistical Visualization, Data Model, Data Structures, Data Visualization Software, Database Design, Interactive Design, Plot (Graphics), Visual Design, Big Data, Power BI",4.8,4.8(4.8K reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Business Analysis, Spreadsheet Software, Data Analysis, Data Analysis Software, Data Visualization, Microsoft Excel, Data Management, Exploratory Data Analysis, Statistical Visualization, Data Model, Data Structures, Data Visualization Software, Database Design, Interactive Design, Plot (Graphics), Visual Design, Big Data, Power BI",Course title: Excel Skills for Data Analytics and Visualization
108,"Python for Data Science, AI & Development",IBM," Python Programming, Computer Programming, Data Analysis",4.6,4.6(34K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Python Programming, Computer Programming, Data Analysis","Course title: Python for Data Science, AI & Development"
426,The Nature of Data and Relational Database Design,"University of California, Irvine"," Data Model, Databases, Data Management, Database Design, Extract, Transform, Load, Business Analysis, Business Intelligence, Data Analysis, Data Structures, SQL, Basic Descriptive Statistics, Statistical Analysis",4.5,4.5(87 reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  Data Model, Databases, Data Management, Database Design, Extract, Transform, Load, Business Analysis, Business Intelligence, Data Analysis, Data Structures, SQL, Basic Descriptive Statistics, Statistical Analysis",Course title: The Nature of Data and Relational Database Design
195,Cybersecurity Fundamentals,IBM," System Security, Cyberattacks, Cryptography, Network Security, Security Engineering",4.8,4.8(411 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  System Security, Cyberattacks, Cryptography, Network Security, Security Engineering",Course title: Cybersecurity Fundamentals
738,Python for Active Defense,Infosec," Computer Programming, Python Programming",4.3,4.3(37 reviews),Intermediate · Course · 1 - 4 Weeks,"Course skills:  Computer Programming, Python Programming",Course title: Python for Active Defense
616,Infrastructure and Application Modernization with Google Cloud,Google Cloud," Cloud Applications, Cloud Clients, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Google Cloud Platform, Kubernetes, Other Cloud Platforms and Tools, Cloud API, Google App Engine",4.7,4.7(1.5K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Cloud Applications, Cloud Clients, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Google Cloud Platform, Kubernetes, Other Cloud Platforms and Tools, Cloud API, Google App Engine",Course title: Infrastructure and Application Modernization with Google Cloud
567,AWS Cloud Practitioner Essentials,Amazon Web Services," Amazon Web Services, Cloud Computing",4.8,4.8(1.5K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Amazon Web Services, Cloud Computing",Course title: AWS Cloud Practitioner Essentials
375,Data Science Methods for Quality Improvement,University of Colorado Boulder," Data Analysis, General Statistics, R Programming",4.4,4.4(36 reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Data Analysis, General Statistics, R Programming",Course title: Data Science Methods for Quality Improvement
509,Network Automation Engineering Fundamentals,Cisco Learning and Certifications," DevOps, Python Programming",4.5,4.5(34 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  DevOps, Python Programming",Course title: Network Automation Engineering Fundamentals
7,Machine Learning,Multiple educators," Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Deep Learning, Machine Learning Software, Artificial Neural Networks, Human Learning, Python Programming, Regression, Statistical Machine Learning, Tensorflow, Mathematics, Critical Thinking, Network Model, Reinforcement Learning",4.9,4.9(19K reviews),Beginner · Specialization · 1 - 3 Months,"Course skills:  Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Deep Learning, Machine Learning Software, Artificial Neural Networks, Human Learning, Python Programming, Regression, Statistical Machine Learning, Tensorflow, Mathematics, Critical Thinking, Network Model, Reinforcement Learning",Course title: Machine Learning
445,MLOps | Machine Learning Operations,Duke University," Applied Machine Learning, Big Data, Cloud Computing, Computer Programming, DevOps, Machine Learning, Machine Learning Software, Microsoft Azure, Python Programming",4.0,4.0(150 reviews),Advanced · Specialization · 3 - 6 Months,"Course skills:  Applied Machine Learning, Big Data, Cloud Computing, Computer Programming, DevOps, Machine Learning, Machine Learning Software, Microsoft Azure, Python Programming",Course title: MLOps | Machine Learning Operations
458,Introduction to Microsoft Excel,Coursera Project Network," Data Analysis, Microsoft Excel, Data Management, Leadership and Management",4.6,4.6(4.5K reviews),Intermediate · Guided Project · Less Than 2 Hours,"Course skills:  Data Analysis, Microsoft Excel, Data Management, Leadership and Management",Course title: Introduction to Microsoft Excel
722,Cryptography I,Stanford University," Algorithms, Cryptography, Mathematics, Security Engineering, Theoretical Computer Science, Probability & Statistics, Critical Thinking, Mathematical Theory & Analysis, Computer Security Models, Probability Distribution",4.8,4.8(4.2K reviews),Mixed · Course · 1 - 3 Months,"Course skills:  Algorithms, Cryptography, Mathematics, Security Engineering, Theoretical Computer Science, Probability & Statistics, Critical Thinking, Mathematical Theory & Analysis, Computer Security Models, Probability Distribution",Course title: Cryptography I
717,International Security Management,Erasmus University Rotterdam," Leadership and Management, Risk Management",4.7,4.7(1K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Leadership and Management, Risk Management",Course title: International Security Management
608,Logging and Monitoring in Google Cloud,Google Cloud," Cloud Computing, DevOps, Leadership and Management",4.7,4.7(192 reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Cloud Computing, DevOps, Leadership and Management",Course title: Logging and Monitoring in Google Cloud
69,IT Fundamentals for Cybersecurity,IBM," Cryptography, Network Security, Linux, Networking Hardware, Security Software, System Software, Cloud Computing, Cyberattacks, Databases, Leadership and Management, Operating Systems, SQL, System Security",4.6,4.6(20K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Cryptography, Network Security, Linux, Networking Hardware, Security Software, System Software, Cloud Computing, Cyberattacks, Databases, Leadership and Management, Operating Systems, SQL, System Security",Course title: IT Fundamentals for Cybersecurity
265,Cybersecurity Attack and Defense Fundamentals,EC-Council," Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance",4.6,4.6(306 reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance",Course title: Cybersecurity Attack and Defense Fundamentals
737,Applied Cryptography,University of Colorado System," Cryptography, Security Engineering, Algorithms, Mathematics, Theoretical Computer Science, Critical Thinking, Mathematical Theory & Analysis, System Security, Computer Security Models, Cyberattacks, Probability Distribution, Software Security, Applied Mathematics, Computational Logic, BlockChain, Computational Thinking",4.5,4.5(744 reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Cryptography, Security Engineering, Algorithms, Mathematics, Theoretical Computer Science, Critical Thinking, Mathematical Theory & Analysis, System Security, Computer Security Models, Cyberattacks, Probability Distribution, Software Security, Applied Mathematics, Computational Logic, BlockChain, Computational Thinking",Course title: Applied Cryptography
300,Fundamentals of Machine Learning for Healthcare,Stanford University," Critical Thinking, Machine Learning",4.8,4.8(365 reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Critical Thinking, Machine Learning",Course title: Fundamentals of Machine Learning for Healthcare
250,Six Sigma Green Belt,University System of Georgia," Data Analysis, Probability & Statistics, Business Analysis, Process Analysis, Statistical Analysis, General Statistics, Operational Analysis, Business Process Management, Organizational Development, Performance Management, Problem Solving, Project Management, Statistical Tests, Statistical Visualization, Strategy and Operations, Decision Making, Leadership and Management, Mathematics, Operations Management, Supply Chain and Logistics, Entrepreneurship, Planning, Probability Distribution, Data Visualization, Experiment, Interactive Data Visualization, Interactive Design, Design and Product",4.7,4.7(4K reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Data Analysis, Probability & Statistics, Business Analysis, Process Analysis, Statistical Analysis, General Statistics, Operational Analysis, Business Process Management, Organizational Development, Performance Management, Problem Solving, Project Management, Statistical Tests, Statistical Visualization, Strategy and Operations, Decision Making, Leadership and Management, Mathematics, Operations Management, Supply Chain and Logistics, Entrepreneurship, Planning, Probability Distribution, Data Visualization, Experiment, Interactive Data Visualization, Interactive Design, Design and Product",Course title: Six Sigma Green Belt
580,Getting started with Google Workspace,Google Cloud," Collaboration, Communication, Google Cloud Platform, Cloud Applications, User Experience, Cloud Platforms, Leadership and Management, Cloud Computing, Business Communication, Organizational Development, Google App Engine, Cloud Storage, Data Management, Planning, Problem Solving, Business Analysis, Spreadsheet Software, Business Process Management, Data Visualization, Other Cloud Platforms and Tools, Project Management, Writing, Professional Development, Data Analysis, Strategy, Exploratory Data Analysis, Design and Product, Visual Design, Graphic Design",4.7,4.7(1.4K reviews),Beginner · Specialization · 3 - 6 Months,"Course skills:  Collaboration, Communication, Google Cloud Platform, Cloud Applications, User Experience, Cloud Platforms, Leadership and Management, Cloud Computing, Business Communication, Organizational Development, Google App Engine, Cloud Storage, Data Management, Planning, Problem Solving, Business Analysis, Spreadsheet Software, Business Process Management, Data Visualization, Other Cloud Platforms and Tools, Project Management, Writing, Professional Development, Data Analysis, Strategy, Exploratory Data Analysis, Design and Product, Visual Design, Graphic Design",Course title: Getting started with Google Workspace
275,Python Programming Fundamentals,Duke University," Algorithms, Computer Programming, Problem Solving, Python Programming",4.1,4.1(11 reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  Algorithms, Computer Programming, Problem Solving, Python Programming",Course title: Python Programming Fundamentals
149,"Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI," Algorithms, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Human Learning, Deep Learning, Machine Learning Software, Artificial Neural Networks, Reinforcement Learning, Tensorflow",4.9,4.9(2.1K reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  Algorithms, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Human Learning, Deep Learning, Machine Learning Software, Artificial Neural Networks, Reinforcement Learning, Tensorflow","Course title: Unsupervised Learning, Recommenders, Reinforcement Learning"
124,Project Planning: Putting It All Together,Google," Project Management, Strategy and Operations, Leadership and Management, Entrepreneurship, Finance, Planning, Supply Chain and Logistics, Budget Management, Communication, Risk Management, Procurement",4.8,4.8(11K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Project Management, Strategy and Operations, Leadership and Management, Entrepreneurship, Finance, Planning, Supply Chain and Logistics, Budget Management, Communication, Risk Management, Procurement",Course title: Project Planning: Putting It All Together
617,Elastic Cloud Infrastructure: Scaling and Automation en Español,Google Cloud," Cloud Computing, Cloud Infrastructure",4.9,4.9(162 reviews),Intermediate · Course · 1 - 3 Months,"Course skills:  Cloud Computing, Cloud Infrastructure",Course title: Elastic Cloud Infrastructure: Scaling and Automation en Español
602,Google Cloud Fundamentals: Core Infrastructure dalam bahasa Indonesia,Google Cloud," Data Management, Databases, Computer Networking, Data Analysis Software, Cloud Computing, Computer Architecture, Network Security, Security Engineering, Business Analysis, Cloud Platforms, Communication, Cloud Storage, Google Cloud Platform, Google App Engine",4.9,4.9(606 reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Data Management, Databases, Computer Networking, Data Analysis Software, Cloud Computing, Computer Architecture, Network Security, Security Engineering, Business Analysis, Cloud Platforms, Communication, Cloud Storage, Google Cloud Platform, Google App Engine",Course title: Google Cloud Fundamentals: Core Infrastructure dalam bahasa Indonesia
185,Generative AI: Introduction and Applications,IBM, Natural Language Processing,4.6,4.6(75 reviews),Beginner · Course · 1 - 4 Weeks,Course skills:  Natural Language Processing,Course title: Generative AI: Introduction and Applications
335,Customer Relationship Management,Starweaver," Customer Relationship Management, Leadership and Management, Problem Solving",4.6,4.6(36 reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  Customer Relationship Management, Leadership and Management, Problem Solving",Course title: Customer Relationship Management
703,Work Smarter with Microsoft Word,Microsoft," Collaboration, Communication, Computer Graphics, Microsoft Excel, Visual Design, Research and Design, Writing, Interactive Data Visualization, Spreadsheet Software, User Experience Design",4.7,4.7(1K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Collaboration, Communication, Computer Graphics, Microsoft Excel, Visual Design, Research and Design, Writing, Interactive Data Visualization, Spreadsheet Software, User Experience Design",Course title: Work Smarter with Microsoft Word
579,Preparing for your Professional Cloud Architect Journey,Google Cloud," Google Cloud Platform, Cloud Computing, Cloud Engineering, Critical Thinking, Cloud Applications, Cloud Platforms, Computer Security Models, Devops Tools, Operational Analysis, Software Testing",4.7,4.7(1.3K reviews),Advanced · Course · 1 - 3 Months,"Course skills:  Google Cloud Platform, Cloud Computing, Cloud Engineering, Critical Thinking, Cloud Applications, Cloud Platforms, Computer Security Models, Devops Tools, Operational Analysis, Software Testing",Course title: Preparing for your Professional Cloud Architect Journey
306,Software Development Lifecycle,University of Minnesota," Software Engineering, Agile Software Development, Design and Product, Problem Solving, Software Architecture, Software Testing, Leadership and Management, Project Management, Scrum (Software Development), Software Engineering Tools, Continuous Delivery, Organizational Development, Product Development, User Experience, Application Development, Planning, Collaboration, Estimation, Full-Stack Web Development, Computer Programming Tools, Computer Programming, Search Engine Optimization, Conflict Management",4.7,4.7(9.1K reviews),Intermediate · Specialization · 3 - 6 Months,"Course skills:  Software Engineering, Agile Software Development, Design and Product, Problem Solving, Software Architecture, Software Testing, Leadership and Management, Project Management, Scrum (Software Development), Software Engineering Tools, Continuous Delivery, Organizational Development, Product Development, User Experience, Application Development, Planning, Collaboration, Estimation, Full-Stack Web Development, Computer Programming Tools, Computer Programming, Search Engine Optimization, Conflict Management",Course title: Software Development Lifecycle
725,Security Awareness Training,ISC2," Human Factors (Security), Security Engineering, Security Strategy, Software Security, System Security, Network Security, Security Software, Cyberattacks, Human Computer Interaction, Mobile Security",4.7,4.7(1.2K reviews),Beginner · Course · 1 - 3 Months,"Course skills:  Human Factors (Security), Security Engineering, Security Strategy, Software Security, System Security, Network Security, Security Software, Cyberattacks, Human Computer Interaction, Mobile Security",Course title: Security Awareness Training
31,IBM and ISC2 Cybersecurity Specialist,Multiple educators," Computer Security Incident Management, Leadership and Management, Cloud Computing, System Security, Computer Networking, Risk Management, Cloud Storage, Operating Systems, Network Security, Cloud Platforms, Network Architecture, Networking Hardware, Cloud Applications, Cloud Infrastructure, Computer Programming, Cyberattacks, Databases, DevOps, Security Engineering, Cryptography, IBM Cloud, Operations Management, Software Engineering",4.7,4.7(8.1K reviews),Beginner · Professional Certificate · 3 - 6 Months,"Course skills:  Computer Security Incident Management, Leadership and Management, Cloud Computing, System Security, Computer Networking, Risk Management, Cloud Storage, Operating Systems, Network Security, Cloud Platforms, Network Architecture, Networking Hardware, Cloud Applications, Cloud Infrastructure, Computer Programming, Cyberattacks, Databases, DevOps, Security Engineering, Cryptography, IBM Cloud, Operations Management, Software Engineering",Course title: IBM and ISC2 Cybersecurity Specialist
577,Create a Virtual Private Cloud (VPC) Using AWS,Coursera Project Network, Cloud Computing,4.4,4.4(126 reviews),Beginner · Guided Project · Less Than 2 Hours,Course skills:  Cloud Computing,Course title: Create a Virtual Private Cloud (VPC) Using AWS
422,Estadística y probabilidad,Universidad Nacional Autónoma de México," General Statistics, Probability & Statistics, Probability Distribution, Basic Descriptive Statistics, Statistical Tests, Statistical Visualization, Data Analysis, Statistical Analysis, Data Visualization, Mathematics",4.6,4.6(1.5K reviews),Beginner · Course · 1 - 4 Weeks,"Course skills:  General Statistics, Probability & Statistics, Probability Distribution, Basic Descriptive Statistics, Statistical Tests, Statistical Visualization, Data Analysis, Statistical Analysis, Data Visualization, Mathematics",Course title: Estadística y probabilidad
678,Financing for Startup Businesses,Duke University," Entrepreneurial Finance, Finance, Entrepreneurship, Financial Analysis, FinTech, Financial Management, Investment Management, Microsoft Excel",4.5,4.5(204 reviews),Intermediate · Course · 1 - 4 Weeks,"Course skills:  Entrepreneurial Finance, Finance, Entrepreneurship, Financial Analysis, FinTech, Financial Management, Investment Management, Microsoft Excel",Course title: Financing for Startup Businesses
